section,metric,value,notes
# ─────────────────────────────────────────────────────────────────────────────
# KP INFOTECH — SEMrush DOMAIN BASELINE (snapshot 2026-06-26)
# Source: SEMrush MCP (overview_research/domain_rank, organic_research/*, backlink_research/*)
# Live HTTP status columns added by direct curl verification on 2026-06-26.
# ─────────────────────────────────────────────────────────────────────────────
DOMAIN_OVERVIEW_IN,domain,kpinfo.tech,India database (in)
DOMAIN_OVERVIEW_IN,semrush_rank,1697695,
DOMAIN_OVERVIEW_IN,organic_keywords,65,
DOMAIN_OVERVIEW_IN,organic_traffic_est,27,monthly est. sessions
DOMAIN_OVERVIEW_IN,organic_cost_est,0,
DOMAIN_OVERVIEW_IN,paid_keywords,0,
DOMAIN_OVERVIEW_IN,paid_traffic,0,
DOMAIN_OVERVIEW_US,domain,kpinfo.tech,US database (us)
DOMAIN_OVERVIEW_US,semrush_rank,12108726,
DOMAIN_OVERVIEW_US,organic_keywords,267,mostly long-tail positions 50-100
DOMAIN_OVERVIEW_US,organic_traffic_est,1,
DOMAIN_OVERVIEW_US,paid_keywords,0,
BACKLINKS_OVERVIEW,total_backlinks,301,
BACKLINKS_OVERVIEW,referring_domains,174,
BACKLINKS_OVERVIEW,referring_ips,103,
BACKLINKS_OVERVIEW,follow_links,233,
BACKLINKS_OVERVIEW,nofollow_links,70,
BACKLINKS_OVERVIEW,authority_score,16,
BACKLINKS_OVERVIEW,trust_score,16,
BACKLINKS_OVERVIEW,indexed_urls_with_links,285,many are pre-migration WordPress URLs
BACKLINKS_OVERVIEW,referring_text_links,299,

# ─────────────────────────────────────────────────────────────────────────────
# TOP ORGANIC PAGES (India) — domain_organic_unique
# url,organic_keywords,traffic_est,traffic_pct,live_status_2026-06-26
TOP_PAGE,https://kpinfo.tech/,14,23,85.18,200
TOP_PAGE,https://kpinfo.tech/what-is-customised-software/,4,2,7.40,404 ** LOST — was #2 traffic page
TOP_PAGE,https://kpinfo.tech/5-best-modern-website-design-ideas/,4,1,3.70,404 ** LOST
TOP_PAGE,https://kpinfo.tech/contact/,2,1,3.70,200
TOP_PAGE,https://kpinfo.tech/sample-digital-marketing-strategy/,2,0,0.00,404 ** LOST
TOP_PAGE,https://kpinfo.tech/services/website-design/,2,0,0.00,301->/services/custom-software-development/
TOP_PAGE,https://kpinfo.tech/services/graphics-design/,1,0,0.00,301->/services/custom-software-development/
TOP_PAGE,https://kpinfo.tech/casestudy/,1,0,0.00,301->/work/
TOP_PAGE,https://kpinfo.tech/hire-wordpress-developer/,1,0,0.00,301->/services/custom-software-development/
TOP_PAGE,https://kpinfo.tech/software-development-life-cycle-example/,1,0,0.00,404 ** LOST
TOP_PAGE,https://kpinfo.tech/mobile-app-monetization-strategies/,3,0,0.00,301->/insights/mobile-app-monetization-strategies/
TOP_PAGE,https://kpinfo.tech/about-kp-infotech-expertise/,1,0,0.00,404 ** LOST
TOP_PAGE,https://kpinfo.tech/best-ecommerce-platform-for-small-business/,2,0,0.00,404 ** LOST
TOP_PAGE,https://kpinfo.tech/applications-based-on-cloud-computing/,2,0,0.00,404 ** LOST
TOP_PAGE,https://kpinfo.tech/database-design-best-practices/,3,0,0.00,301->/insights/database-design-best-practices/
TOP_PAGE,https://kpinfo.tech/node-js-frameworks/,3,0,0.00,301->/insights/node-js-frameworks/
TOP_PAGE,https://kpinfo.tech/business-process-automation-tools/,1,0,0.00,404 ** LOST (CPC $30.58 keyword)
